userName,score,content,at
Nabila Rani,5,duoloingo is so good app for learning math languages and music that was fun to learning i want to play more duolingo because i learn so much form duolingo that was amazing to learn i want to say everyone join duolingo because it was free and amazing learning game for adults and kids,2026-02-14 12:44:26
SATYAPRAKASH PAL,5,sounds good 👍👍,2026-02-14 12:42:25
Nisha Vishwakarma,5,this game is so funny and my favorite,2026-02-14 12:42:19
Amir Yasin,5,very good,2026-02-14 12:42:07
Harman Kaur,5,perfect for learning math chess and languages. love it. highly recommeneded by me. ❤,2026-02-14 12:41:02
SHAKIBUL HUSSAIN,5,it is very good app to learn English,2026-02-14 12:40:53
Abdullah Abdullahsohailalyafai,5,That's Make it Learn it! That's Awesome!!,2026-02-14 12:40:52
SWoo Wi,5,Really Engaging App. Keeps learning fresh with exciting and fun modules!,2026-02-14 12:38:23
Isaac Cant,5,i need to lean français so this is perfection,2026-02-14 12:38:04
zaira fatema,5,this is useful app for everyone,2026-02-14 12:37:47
Amarachukwu Grace OBIKA,5,I love this i have a 71 day str,2026-02-14 12:37:30
Nikan,5,wow a good app,2026-02-14 12:36:41
Georges Decembre,4,"I like Duolingo. I'm not a beginner in Spanish, I want some stronger lessons. Thanks!",2026-02-14 12:35:55
Priya Ramamoorthy,5,that is super,2026-02-14 12:33:55
Christiana Bosede OGBIYE,5,"Good,Educational and Entertaining good for children",2026-02-14 12:33:53
Faith Musabayana,5,I really love the thing because it's good for you and you could learn more things like more language that is very difficult for you and like I love it a lot and it's very good for your education if you don't know if you don't know like Germany you could learn it to put on like Japanese Chinese food for you and your education I really loved it and like wow crocketts I love you very much and all I just wish they put a lot of languages about whose gossiping about us,2026-02-14 12:33:45
Farhan Shi,5,Don't skip your daily lesson....,2026-02-14 12:32:46
Yashi Soni,3,good but very easy question like if any one know how to speak eng but still want to practice or to improve vocabulary it is little helpfull .,2026-02-14 12:32:25
Reyhane Pormirzaii,5,l love this app,2026-02-14 12:32:14
Data Maroc,4,super,2026-02-14 12:31:37
Johnny Ramirez,5,This low-key a W the only problem for me is that I have trouble remembering the things I learn but it's not your fault Duo thanks!,2026-02-14 12:31:27
Md Masum,5,দারুন,2026-02-14 12:30:22
Daniel,3,Great app if only you could disable the gamification nonsense. This is the best language learning app I have found by far but the gamification gets in the way. It encourages you to get XP and doublers to get more XP rather than learning what you want. Oh look I have to do a chess lesson today to best the daily goals. Why? I don't want to do that today. Review your mistakes carefully? Nope.. No time because your ranking will fall and the app's icon will turn sad.,2026-02-14 12:30:10
LOGAN,4,it's very good and it teaches you fast I just don't like the energy part because you can only learn so much in a day,2026-02-14 12:29:47
M C,2,"Stop with the passive aggressive messaging, it caused me to uninstall the app. This app relies heavily on the Rosetta Stone structure of teaching language and has gamified it. Not original but probably effective. But why make a language app mean?",2026-02-14 12:29:33
Muthyam Boddu,5,I very good,2026-02-14 12:27:46
Lucy Ho,4,"on starting a lesson the first screen shows an interesting fact but changes way too quickly one cannot read it, with no option to pause either. please fix this. how come on explain my answer there is repetition. really would love to have Afrikaans !",2026-02-14 12:27:24
Runika Aryanpur,1,"even it doesnt have english in my old phone no music,math and chess and i wish it doesnt have hearts",2026-02-14 12:27:07
Jonathan Jones,5,Great learning app! like a free tutor,2026-02-14 12:27:00
JAY MARISH . N,5,it is my routine of 5 minutes in duolingo,2026-02-14 12:25:14
Kulbir Singh,5,very nice app for learning English . there is also fun with learning anEnglish . Very easy and very useful app . This app is really good for benginer . who don't have any knowledge about an English . Everybody should give a try . This app is good 👍,2026-02-14 12:25:12
Fame Caitly De Villa,5,VERY HELPFUL DUOLINGO,2026-02-14 12:23:17
Abegail Abanero,1,"It wouldn't let me change the language to English I don't understand Tagalog, I couldn't understand anything at all hope y'all fix this feature",2026-02-14 12:23:06
nemanja brakovic,5,odlicno,2026-02-14 12:23:00
Harshitha Allu,4,It's a useful app .,2026-02-14 12:22:56
Madhumita Mondal,5,the best,2026-02-14 12:22:46
Manoj Kumar,5,nice app,2026-02-14 12:21:15
Zayd Mawlana Ibn Zynal,3,"please put thailand learn language, i will put 5 star immediately for you...tq",2026-02-14 12:21:09
Shin,3,"Duolingo is really a well made learning app! The grammar will eventually stick to your mind doing the various lessons, but the app (imo) shines for its excercises. I use it almost every day, and I don't have any complaints! Update: During the past year, I feel like Duolingo has become more like a game, than a learning app. You feel like you're learning something, but in reality you're stuck (and you notice as soon as you put yourself to real tests).",2026-02-14 12:20:46
Erdenetugs,5,super app,2026-02-14 12:20:43
Haki,5,very good,2026-02-14 12:20:29
batsaihan Gursed,5,I love this app so good app,2026-02-14 12:20:24
Dan,1,Terrible now. The new energy system is abysmal. Adverts after every lesson. It used to be that if you ran out of hearts you could do practice lessons to recharge. Now they've removed that option. All sense of progress has been destroyed unless you pay.,2026-02-14 12:20:21
Feeem Entertainment,4,it's very good it could be 100% if you add an offline course,2026-02-14 12:18:49
Krishna Maturkar,5,ok,2026-02-14 12:18:44
Raquel Lee,4,"meh, I feel like the whole supercharge thing is pointless.",2026-02-14 12:18:29
Asma Masood,5,I learned japanese very well idfk what to write next 💔🙏,2026-02-14 12:17:02
Mohan Mohan,4,it is good ❤️❤️❤️,2026-02-14 12:14:51
Dipak kumar patra Dipak s,5,thank you,2026-02-14 12:14:35
Parames Waran,5,phtha noice,2026-02-14 12:11:54
Suhana Rajput,4,this is too bater app then another in free android phones I Like this app😘😘😘,2026-02-14 12:10:41
Rassel Fouad,4,It learn many people and help other,2026-02-14 12:09:15
NAVYA KODA,5,excellent,2026-02-14 12:08:27
Frances Whiley,2,"my lessons are stuck on the same level for about 2 weeks now, I have completed the level with about 90% accuracy and still not been moved onto the next lesson! it is NOT fun to do the same lesson over and over again every day, its just repetitive and boring. I thought it would fix on the next update but that was not the case as I updated a few days ago and its still stuck 😡😡",2026-02-14 12:06:30
Nishimia Evergarden,5,It's a great app to learn most of the languages you want. with practis and fun game,2026-02-14 12:04:07
Hasnain Rajput,5,best services,2026-02-14 12:03:14
Angel B,5,It's so good and ferfect for learning languages every mistake they hepl me fix it,2026-02-14 12:02:31
Cailin Van Den Driessche,3,alot of adds but actually let's it be free unlike babble and others,2026-02-14 12:02:24
شركة إيسو للوقود,5,best app😘😘😘😘😘,2026-02-14 12:01:19
Joel Bernard,4,I love it and it's easy to do for kids like me,2026-02-14 12:01:09
Maia,5,im learning japanese rn and its so fun (^_^)🩷🦴🐾,2026-02-14 12:00:41
Sabiha Bano,5,you can learn from this it's the best app ever ☺️,2026-02-14 12:00:35
Neha Behar,4,okay okay app,2026-02-14 11:58:36
Karabo Mahlangu,2,add Afrikaans please,2026-02-14 11:58:18
Authentic Kevin,5,the best language learning app,2026-02-14 11:57:29
Saklain Shaikh,5,bahut acha,2026-02-14 11:57:21
Babu,5,the best cess education app I have ever seen 😍 🙌 👏 😳,2026-02-14 11:57:13
Salma Miss,5,"I've learned so much languages of this app, and it's free! And also entertaining as well, please download and thank me later 😊",2026-02-14 11:56:42
Mohammed Al Shammary,5,very nice,2026-02-14 11:56:13
Juned nurdan,5,aku suka,2026-02-14 11:55:12
Walaa Elfiky,5,perfect app,2026-02-14 11:54:28
Semira Jihar,5,jättebra,2026-02-14 11:54:03
Trinity Clark,5,AMAZING FUNNY AND ACTUALLY WORKS!,2026-02-14 11:54:02
Hajrah Javaid,1,bad 😞. they should not add the streak😡🤬,2026-02-14 11:52:46
Treasure Joseph,5,keeps me entertained cuz I get bored easily,2026-02-14 11:52:19
Walter Wainaina,5,it's great,2026-02-14 11:52:14
Arezoo Negati,5,برنامه بی نظیری هست برای یادگیری همراه با سرگرمی,2026-02-14 11:51:07
Faisal,5,this app is amazing it focuses on making the words stick so you never forget them,2026-02-14 11:50:15
Parsa,5,amazing,2026-02-14 11:50:04
Nomtandazo Sialumba,1,too many ads,2026-02-14 11:49:58
T. ᗩʙɪʟᴀꜱʜ AB,3,good knowledge,2026-02-14 11:49:45
An dre,1,"latihan mandarin menggunakan nada kurang praktis, tidak bisa selesai kalo tidak ada nada baca di keyboard hp",2026-02-14 11:49:03
ryan cadatal,5,soooooo good,2026-02-14 11:48:52
"AKM᭄Forhad࿐,",3,wow nice to learning,2026-02-14 11:48:35
Drrebecca1981,5,good for Spanish,2026-02-14 11:46:43
Zeenat Malik,5,love it,2026-02-14 11:44:50
Thejaswini binu,5,"this is the best app to learn Korean,and other languages . I love this app so much . This app can increase our unknown languages skill in Korean ,Chinese , Japanese and many other languages. We can also talk different languages by learn from this app .",2026-02-14 11:44:48
Temitope Martha,4,I am enjoying Duolingo 🥰🥰,2026-02-14 11:44:45
Shahjahan Qureshi,1,It was bad according to me,2026-02-14 11:44:20
Faisal Bhura,5,"I dont like to lern in duolingo I had like to lern in map,e wood international school",2026-02-14 11:44:02
FARZANA HADIR -_-,5,this app can make you guys learning any language so easy to learn. and you guys should use this app for anyone who want to learn new language as beginner..,2026-02-14 11:43:40
Basanta Rana,5,this app varry Nice,2026-02-14 11:43:32
Lola Lola,2,I hate duolingo because if I just miss one day I will go back to one day strick 😡😡. But I like the app though,2026-02-14 11:43:23
Gudi Jaiswal,5,this is besttttt,2026-02-14 11:42:46
Raffy Iqbal,5,my favorite app,2026-02-14 11:42:36
احمد عصام شرقاوي,5,جميل بصراحه,2026-02-14 11:42:06
Abubakar Shah,4,this app is very good for learning languages,2026-02-14 11:41:58
devraj ravat,5,bahut achcha,2026-02-14 11:40:22
Rahaf Mohamed,2,لا يوجد العربيه لبعض اللغات التي اريد ان اتعلمها,2026-02-14 11:39:48
Reena Pangavhane,3,l am using this app for two month . l am improve in English.Really this app is best.l am also learning French but my pronunciation can not improve.l am pronounced French words in bad way.This app helpful as well as detectable. Now l should improve my pronunciation.l can not understand how can l improve my pronunciation.This app not crucial to improve my pronunciation.so now l want to find another app to improve my pronunciation .so people who are learning on this app they should take care,2026-02-14 11:38:51
Jorge Ronaldo,5,otimo,2026-02-14 11:38:33
ĸasra Booshehri,5,great.,2026-02-14 11:38:29
lee Martin,1,"I pay for the most expensive plan, I'm stuck on a lesson and cannot move past it. I've spent weeks trying to get in touch with support. Apparently only 2 people do all support for all of Duolingo. I guess it's just bricked now?",2026-02-14 11:37:16
Bymbanym Dairiimaa,5,i love it you can learn anything,2026-02-14 11:34:50
Baya Marie,5,perfect,2026-02-14 11:34:50
Sugan Sutha,5,good,2026-02-14 11:34:02
Hamza saad,5,احلى تطبيق,2026-02-14 11:33:33
Ravina Rav,5,बहुत अच्छा है,2026-02-14 11:33:30
Tom danchin,1,"first of all I've never learnt to speak a language with this app because you learn the same 4 words for 5 months before you can move on 4 new words all over again and nothing more. repetition matters but this isn't teaching anything. second of all, using AI to teach languages to people is absolutely dumb. it's a shame because I really think the marketing made it fun, but the use of AI completely ruined it for me",2026-02-14 11:32:56
ایلیا اذین فرد,5,"best app for learning languages, so far so good",2026-02-14 11:32:12
Rustem Agamyradow,5,perfect,2026-02-14 11:29:38
Darshan Sagar,5,nice,2026-02-14 11:29:37
arini silma,1,gak lagi pake app ini setelah nemu unsur eljibiti,2026-02-14 11:29:33
MEMON Mohammad Saboor,4,wonderful experience,2026-02-14 11:29:30
Saad Baba,5,It is really good but there must be a English course learnt from urdu language.pleasee add it. you people have to reply me. because millions of people are native Urdu speakers and they want to learn speaking other languages. add Persian language too to learn. and second problem is that you don't have offline lessons to do when you go offline or don't have internet while in no internet area so you go out of streak freezes after that and your streak breaks without any reason.,2026-02-14 11:29:17
Svetlana Filipova,5,love it every easy to learn a new language!,2026-02-14 11:29:07
mohammad irfan,4,I think this is the best learning app💗,2026-02-14 11:29:03
Mandira Ray,5,this is Best to know english,2026-02-14 11:28:49
Dishant Gujjar,5,"it is the best app a type of game to learn chess,english,math,and many many languages.",2026-02-14 11:28:32
Mridul Saikia,5,good 👍,2026-02-14 11:27:19
Alfa Kamau (Alfa freefire),5,I absolutely love it,2026-02-14 11:25:12
حسین صالح آبادی,5,very good 👍👍👍👍👍👍👍👍👍,2026-02-14 11:24:48
Sapna Rani,5,ismein Ham English Sikh sakte hain aur yah app sabse achcha app Hai yah shuruaat se shuruaat karvata hai jisko English sahi tarah nahin aati to Sikh sakta hai jisko thodi thodi aati Hai sikhana chahte ho to pura Sikh sakta hai main bhi abhi Sikh raha hun mere ko bhi bahut pasand aaya yah app bada Hi achcha hai jakar Ham Bahar Ja Rahe Hain to yah app se English sikhe Ham Ja sakte hain aur aaram se sab se bol sakte hain Jo angreji bolata hai usse to bahut aaram se bol sakte hai😍😍😍😍😍😍😍😍.,2026-02-14 11:24:37
